Round,Date,Time,Location,Team1,Record1,Team2,Record2,MoreInfo,District,Division,team_pair,Score1,Score2
 SemiFin, 6/3/2023, 10:00 AM, Parkway Christian School - Baseball - Sterling Heights,, ,Auburn Hills Oakland Christian,6-8 ,/gameeventdetails/contestid/3961179/schoolid/0/view/contest,25,4,_auburn hills oakland christian,,
 SemiFin, 6/3/2023, 12:30 PM, Parkway Christian School - Baseball - Sterling Heights,Sterling Heights Parkway Christian,11-6 ,Marine City Cardinal Mooney,10-4 ,/gameeventdetails/contestid/3961178/schoolid/4667/view/contest,25,4,marine city cardinal mooney_sterling heights parkway christian,,
 Round 1, 5/30/2023, 6:30 PM, Our Lady of the Lakes - Baseball - Waterford,Royal Oak Shrine Catholic,11-7 ,Clarkston Everest Collegiate,1-8 ,/gameeventdetails/contestid/3961181/schoolid/4237/view/contest,26,4,clarkston everest collegiate_royal oak shrine catholic,5.0,0.0
 SemiFin, 6/3/2023, 12:00 PM, Our Lady of the Lakes - Baseball - Waterford,, ,Waterford Our Lady Of The Lakes,13-4 ,/gameeventdetails/contestid/3961183/schoolid/0/view/contest,26,4,_waterford our lady of the lakes,,
 SemiFin, 6/3/2023, 10:00 AM, Our Lady of the Lakes - Baseball - Waterford,Southfield Christian,0-7 ,Bloomfield Hills Roeper,10-3 ,/gameeventdetails/contestid/3961182/schoolid/4069/view/contest,26,4,bloomfield hills roeper_southfield christian,,
 SemiFin, 6/2/2023, 10:00 AM, Peck High School - Baseball,Marlette,8-9 ,Capac,12-8 ,/gameeventdetails/contestid/3961173/schoolid/4472/view/contest,23,4,capac_marlette,9.0,8.0
 SemiFin, 6/2/2023, 12:00 PM, Peck High School - Baseball,Brown City,4-16 ,Peck,12-2 ,/gameeventdetails/contestid/3961172/schoolid/4435/view/contest,23,4,brown city_peck,,
 SemiFin, 6/3/2023, 10:00 AM, Genesee,Dryden,7-11 ,Genesee,8-6 ,/gameeventdetails/contestid/3961175/schoolid/4014/view/contest,24,4,dryden_genesee,,
 Final D, 6/3/2023, 12:30 PM, Genesee,, ,Genesee Christian,5-7 ,/gameeventdetails/contestid/3961176/schoolid/0/view/contest,24,4,_genesee christian,,
 Round 1, 5/30/2023, 4:30 PM, Grandville High School - Baseball,Grand Rapids Union,6-15 ,Grandville,14-11 ,/gameeventdetails/contestid/3960750/schoolid/4518/view/contest,5,1,grand rapids union_grandville,,
 SemiFin, 6/3/2023, 9:30 AM, Grandville High School - Baseball,, ,Wyoming,14-5-1 ,/gameeventdetails/contestid/3960752/schoolid/0/view/contest,5,1,_wyoming,,
 SemiFin, 6/3/2023, 11:30 AM, Grandville High School - Baseball,Jenison,16-7 ,Byron Center,16-8 ,/gameeventdetails/contestid/3960751/schoolid/4126/view/contest,5,1,byron center_jenison,,
 SemiFin, 6/3/2023, 9:30 AM, Lowell High School (Baseball Diamond),Caledonia,8-13 ,East Kentwood,2-9 ,/gameeventdetails/contestid/3960755/schoolid/4203/view/contest,6,1,caledonia_east kentwood,,
 SemiFin, 6/3/2023, 12:00 PM, Lowell High School (Baseball Diamond),Grand Rapids Forest Hills Central,13-7 ,Lowell,13-13 ,/gameeventdetails/contestid/3960754/schoolid/4311/view/contest,6,1,grand rapids forest hills central_lowell,,
 Round 1, 5/30/2023, 4:00 PM, North Marquette Fields,Mount Pleasant,15-6-1 ,Alpena,13-2 ,/gameeventdetails/contestid/3960734/schoolid/4354/view/contest,1,1,alpena_mount pleasant,,
 SemiFin, 6/3/2023, 11:00 AM, North Marquette Fields,, ,Traverse City Central,4-6 ,/gameeventdetails/contestid/3960736/schoolid/0/view/contest,1,1,_traverse city central,,
 SemiFin, 6/3/2023, 1:00 PM, North Marquette Fields,Traverse City West,8-6 ,Marquette,7-6 ,/gameeventdetails/contestid/3960735/schoolid/4650/view/contest,1,1,marquette_traverse city west,,
 Round 1, 5/30/2023, 4:00 PM, H H Dow High School - Baseball - Midland,Bay City Western,16-0-1 ,Midland,18-9 ,/gameeventdetails/contestid/3960738/schoolid/4117/view/contest,2,1,bay city western_midland,,
 SemiFin, 6/3/2023, 10:00 AM, H H Dow High School - Baseball - Midland,, ,Saginaw Heritage,14-12-1 ,/gameeventdetails/contestid/3960740/schoolid/0/view/contest,2,1,_saginaw heritage,,
 SemiFin, 6/3/2023, 12:00 PM, H H Dow High School - Baseball - Midland,Bay City Central,10-11-1 ,Midland Dow,14-10 ,/gameeventdetails/contestid/3960739/schoolid/4299/view/contest,2,1,bay city central_midland dow,,
 Round 1, 5/30/2023, 4:30 PM, Newaygo Baseball Field,Alma,9-9 ,Howard City Tri County,2-18 ,/gameeventdetails/contestid/3960861/schoolid/3987/view/contest,37,2,alma_howard city tri county,,
 SemiFin, 6/3/2023, 10:00 AM, Newaygo Baseball Field,, ,Grant,7-13-1 ,/gameeventdetails/contestid/3960863/schoolid/0/view/contest,37,2,_grant,,
 SemiFin, 6/3/2023, 12:00 PM, Newaygo Baseball Field,Newaygo,14-9-2 ,Fremont,6-10 ,/gameeventdetails/contestid/3960862/schoolid/4357/view/contest,37,2,fremont_newaygo,,
 Round 1, 5/30/2023, 5:00 PM, Oakridge HS Baseball Field (Eagle Field) - Muskegon,Spring Lake,14-9 ,Muskegon Orchard View,3-18-2 ,/gameeventdetails/contestid/3960865/schoolid/4244/view/contest,38,2,muskegon orchard view_spring lake,,
 SemiFin, 6/3/2023, 10:00 AM, Oakridge HS Baseball Field (Eagle Field) - Muskegon,, ,Muskegon Oakridge,9-7 ,/gameeventdetails/contestid/3960867/schoolid/0/view/contest,38,2,_muskegon oakridge,,
 SemiFin, 6/3/2023, 12:00 PM, Oakridge HS Baseball Field (Eagle Field) - Muskegon,Whitehall,17-9 ,Fruitport,9-12 ,/gameeventdetails/contestid/3960866/schoolid/4205/view/contest,38,2,fruitport_whitehall,,
 SemiFin, 6/2/2023, 10:00 AM, Al Ness Field (Al Ness) - Escanaba,Kingsford,5-3 ,Escanaba,12-3 ,/gameeventdetails/contestid/3960848/schoolid/4108/view/contest,33,2,escanaba_kingsford,,
 SemiFin, 6/2/2023, 12:30 PM, Al Ness Field (Al Ness) - Escanaba,Houghton,10-1 ,Sault Ste Marie,6-4 ,/gameeventdetails/contestid/3960847/schoolid/4338/view/contest,33,2,houghton_sault ste marie,,
 SemiFin, 6/3/2023, 11:00 AM, Gaylord Varsity Baseball Field,Gaylord,9-5-1 ,Petoskey,8-8 ,/gameeventdetails/contestid/3960851/schoolid/4095/view/contest,34,2,gaylord_petoskey,,
 SemiFin, 6/3/2023, 1:00 PM, Gaylord Varsity Baseball Field,Ogemaw Heights,7-7 ,Cheboygan,6-11-1 ,/gameeventdetails/contestid/3960850/schoolid/4066/view/contest,34,2,cheboygan_ogemaw heights,,
 Round 1, 5/30/2023, 4:00 PM, Shelby Baseball Field,Shelby,5-12 ,Morley Stanwood,5-11-1 ,/gameeventdetails/contestid/3960974/schoolid/3931/view/contest,69,3,morley stanwood_shelby,,
 Round 1, 5/30/2023, 4:30 PM, White Cloud High School (Baseball Diamond),White Cloud,16-8-1 ,Mason County Central,11-6 ,/gameeventdetails/contestid/3960975/schoolid/4394/view/contest,69,3,mason county central_white cloud,,
 SemiFin, 6/3/2023, 10:00 AM, Hart Baseball Field,, ,Hesperia,5-15 ,/gameeventdetails/contestid/3960977/schoolid/0/view/contest,69,3,_hesperia,,
 SemiFin, 6/3/2023, 12:00 PM, Hart Baseball Field,Hart,8-13 ,, ,/gameeventdetails/contestid/3960976/schoolid/4149/view/contest,69,3,_hart,,
 Round 1, 5/30/2023, 5:00 PM, Traverse City Christian School,Benzie Central,11-11 ,Traverse City St Francis,12-8-1 ,/gameeventdetails/contestid/3960979/schoolid/4359/view/contest,70,3,benzie central_traverse city st francis,,
 SemiFin, 6/3/2023, 10:00 AM, Traverse City Christian School,, ,Manton,0-9 ,/gameeventdetails/contestid/3960981/schoolid/0/view/contest,70,3,_manton,,
 SemiFin, 6/3/2023, 12:00 PM, Traverse City Christian School,Traverse City Christian,8-4 ,Manistee,14-6 ,/gameeventdetails/contestid/3960980/schoolid/4648/view/contest,70,3,manistee_traverse city christian,,
 Round 1, 5/30/2023, 6:00 PM, Irontown Field - Negaunee,Calumet,1-4 ,Ishpeming Westwood,0-4 ,/gameeventdetails/contestid/3960958/schoolid/4495/view/contest,65,3,calumet_ishpeming westwood,,
 SemiFin, 6/3/2023, 10:00 AM, Irontown Field - Negaunee,, ,Iron Mountain,1-10-1 ,/gameeventdetails/contestid/3960960/schoolid/0/view/contest,65,3,_iron mountain,,
 SemiFin, 6/3/2023, 12:00 PM, Irontown Field - Negaunee,Negaunee,5-6 ,Hancock,1-5-1 ,/gameeventdetails/contestid/3960959/schoolid/4343/view/contest,65,3,hancock_negaunee,,
 Round 1, 5/30/2023, 5:00 PM, Gladstone Sports Park,Gladstone,8-2 ,Menominee,1-8 ,/gameeventdetails/contestid/3960962/schoolid/4383/view/contest,66,3,gladstone_menominee,,
 SemiFin, 6/2/2023, 1:00 PM, Gladstone Sports Park,, ,Manistique,7-7 ,/gameeventdetails/contestid/3960964/schoolid/0/view/contest,66,3,_manistique,,
 SemiFin, 6/2/2023, 3:00 PM, Gladstone Sports Park,Eben Junction Superior Central,1-7 ,Newberry,0-6 ,/gameeventdetails/contestid/3960963/schoolid/4312/view/contest,66,3,eben junction superior central_newberry,,
 Round 1, 5/30/2023, 4:00 PM, L'Anse High School (L'Anse Ball Field) - L'anse,L'Anse,1-3 ,Ironwood,3-5 ,/gameeventdetails/contestid/3961077/schoolid/4300/view/contest,97,4,ironwood_l'anse,7.0,0.0
 Round 1, 5/30/2023, 4:00 PM, Lake Linden-Hubbell High School,Lake Linden-Hubbell,0-2 ,Wakefield-Marenisco,0-4 ,/gameeventdetails/contestid/3961078/schoolid/4290/view/contest,97,4,lake linden-hubbell_wakefield-marenisco,19.0,7.0
 SemiFin, 6/2/2023, 11:00 AM, Stanton Baseball Field - Atlantic Mine,, ,Painesdale Jeffers,10-0 ,/gameeventdetails/contestid/3961080/schoolid/0/view/contest,97,4,_painesdale jeffers,4.0,1.0
 SemiFin, 6/2/2023, 12:30 PM, Stanton Baseball Field - Atlantic Mine,Ontonagon,0-0 ,, ,/gameeventdetails/contestid/3961079/schoolid/4232/view/contest,97,4,_ontonagon,16.0,1.0
 Round 1, 5/30/2023, 1:00 PM, Norway,Powers North Central,12-4 ,Stephenson,0-2 ,/gameeventdetails/contestid/3961082/schoolid/3946/view/contest,98,4,powers north central_stephenson,15.0,0.0
 Round 1, 5/30/2023, 4:00 PM, Norway,Norway,12-4 ,Felch North Dickinson,0-4 ,/gameeventdetails/contestid/3961083/schoolid/4025/view/contest,98,4,felch north dickinson_norway,15.0,0.0
 SemiFin, 6/2/2023, 10:00 AM, Norway,, ,Crystal Falls Forest Park,0-4 ,/gameeventdetails/contestid/3961085/schoolid/0/view/contest,98,4,_crystal falls forest park,,
 SemiFin, 6/2/2023, 1:00 PM, Norway,Bark River-Harris,4-8 ,, ,/gameeventdetails/contestid/3961084/schoolid/4339/view/contest,98,4,_bark river-harris,15.0,1.0
 Round 1, 5/30/2023, 4:00 PM, Hillman H.S. - Baseball,Atlanta,7-9 ,Hillman,15-8 ,/gameeventdetails/contestid/3961102/schoolid/4266/view/contest,3,4,atlanta_hillman,10.0,0.0
 SemiFin, 6/3/2023, 10:00 AM, Hillman H.S. - Baseball,, ,Rogers City,5-1 ,/gameeventdetails/contestid/3961104/schoolid/0/view/contest,3,4,_rogers city,,
 SemiFin, 6/3/2023, 12:00 PM, Hillman H.S. - Baseball,Posen,5-11 ,Onaway,7-5 ,/gameeventdetails/contestid/3961103/schoolid/4105/view/contest,3,4,onaway_posen,,
 Round 1, 5/30/2023, 4:00 PM, Alcona High School - Baseball,Hale,2-10 ,Au Gres-Sims,9-10 ,/gameeventdetails/contestid/3961106/schoolid/4568/view/contest,4,4,au gres-sims_hale,21.0,0.0
 SemiFin, 6/2/2023, 10:00 AM, Alcona High School - Baseball,, ,Whittemore-Prescott,3-5 ,/gameeventdetails/contestid/3961108/schoolid/0/view/contest,4,4,_whittemore-prescott,11.0,10.0
 SemiFin, TBA, , Alcona High School - Baseball,Alcona,7-5 ,St Helen Charlton Heston Academy,2-10 ,/gameeventdetails/contestid/3961107/schoolid/4400/view/contest,4,4,alcona_st helen charlton heston academy,16.0,1.0
 Round 1, 5/30/2023, 4:30 PM, Zeeland Baseball Fields (Zeeland West Baseball Diamond - South),Hudsonville,13-7 ,Holland West Ottawa,12-11-1 ,/gameeventdetails/contestid/3960757/schoolid/4569/view/contest,7,1,holland west ottawa_hudsonville,,
 SemiFin, 6/3/2023, 10:00 AM, Zeeland Baseball Fields (Zeeland West Baseball Diamond - South),, ,St Joseph,8-6 ,/gameeventdetails/contestid/3960759/schoolid/0/view/contest,7,1,_st joseph,,
 SemiFin, 6/3/2023, 10:00 AM, Zeeland Baseball Fields (Zeeland West Baseball Diamond - South),Zeeland West,12-7 ,Zeeland East,25-2 ,/gameeventdetails/contestid/3960758/schoolid/4662/view/contest,7,1,zeeland east_zeeland west,,
 Round 1, 5/30/2023, 4:00 PM, Portage Northern HS - Baseball,Portage Northern,17-6 ,Mattawan,16-6 ,/gameeventdetails/contestid/3960761/schoolid/4255/view/contest,8,1,mattawan_portage northern,,
 SemiFin, 6/3/2023, 10:00 AM, Portage Northern HS - Baseball,, ,Kalamazoo Central,16-8 ,/gameeventdetails/contestid/3960763/schoolid/0/view/contest,8,1,_kalamazoo central,,
 SemiFin, 6/3/2023, 12:00 PM, Portage Northern HS - Baseball,Kalamazoo Loy Norrix,6-13 ,Portage Central,8-4 ,/gameeventdetails/contestid/3960762/schoolid/4424/view/contest,8,1,kalamazoo loy norrix_portage central,,
 Round 1, 5/30/2023, 3:00 PM, Mona Shores Baseball Field (Baseball Field) - Muskegon,Grand Haven,12-9 ,Muskegon Mona Shores,13-6 ,/gameeventdetails/contestid/3960742/schoolid/4180/view/contest,3,1,grand haven_muskegon mona shores,,
 SemiFin, 6/3/2023, 12:00 PM, Mona Shores Baseball Field (Baseball Field) - Muskegon,, ,Muskegon,0-19 ,/gameeventdetails/contestid/3960744/schoolid/0/view/contest,3,1,_muskegon,,
 SemiFin, 6/3/2023, 10:00 AM, Mona Shores Baseball Field (Baseball Field) - Muskegon,Grand Rapids Kenowa Hills,11-6 ,Muskegon Reeths-Puffer,11-9 ,/gameeventdetails/contestid/3960743/schoolid/4302/view/contest,3,1,grand rapids kenowa hills_muskegon reeths-puffer,,
 Round 1, 5/30/2023, 4:15 PM, FHN Stadium - Baseball - Grand Rapids,Grand Rapids Forest Hills Northern,4-8 ,Cedar Springs,11-8 ,/gameeventdetails/contestid/3960746/schoolid/4463/view/contest,4,1,cedar springs_grand rapids forest hills northern,,
 SemiFin, 6/3/2023, 9:30 AM, FHN Stadium - Baseball - Grand Rapids,, ,Greenville,5-22 ,/gameeventdetails/contestid/3960748/schoolid/0/view/contest,4,1,_greenville,,
 SemiFin, 6/3/2023, 11:30 AM, FHN Stadium - Baseball - Grand Rapids,Grand Rapids Northview,8-6 ,Rockford,14-4 ,/gameeventdetails/contestid/3960747/schoolid/4183/view/contest,4,1,grand rapids northview_rockford,,
 SemiFin, 6/2/2023, 11:00 AM, Coopersville High School (Varsity Baseball Field),Coopersville,16-7 ,Sparta,3-9-1 ,/gameeventdetails/contestid/3960870/schoolid/4044/view/contest,39,2,coopersville_sparta,,
 SemiFin, 6/2/2023, 1:45 PM, Coopersville High School (Varsity Baseball Field),Allendale,11-6 ,Comstock Park,7-11 ,/gameeventdetails/contestid/3960869/schoolid/4298/view/contest,39,2,allendale_comstock park,,
 Round 1, 5/30/2023, 5:00 PM, Belding High School,Ionia,9-7 ,St Johns,13-5 ,/gameeventdetails/contestid/3960872/schoolid/4176/view/contest,40,2,ionia_st johns,,
 SemiFin, 6/3/2023, 10:00 AM, Belding High School,, ,Portland,7-4 ,/gameeventdetails/contestid/3960874/schoolid/0/view/contest,40,2,_portland,,
 SemiFin, 6/3/2023, 12:00 PM, Belding High School,Belding,5-5 ,Ada Forest Hills Eastern,13-2 ,/gameeventdetails/contestid/3960873/schoolid/4265/view/contest,40,2,ada forest hills eastern_belding,,
 Round 1, 5/30/2023, 5:00 PM, Kingsley Athletic Complex,Big Rapids,21-3-1 ,Gladwin,18-3-1 ,/gameeventdetails/contestid/3960853/schoolid/3905/view/contest,35,2,big rapids_gladwin,,
 SemiFin, 6/3/2023, 10:00 AM, Kingsley Athletic Complex,, ,Ludington,8-12 ,/gameeventdetails/contestid/3960855/schoolid/0/view/contest,35,2,_ludington,,
 SemiFin, 6/3/2023, 12:30 PM, Kingsley Athletic Complex,Kingsley,7-3-1 ,Cadillac,7-11 ,/gameeventdetails/contestid/3960854/schoolid/3870/view/contest,35,2,cadillac_kingsley,,
 Round 1, 5/30/2023, 5:00 PM, Bay City John Glenn High School,Freeland,16-5-1 ,Essexville Garber,15-6 ,/gameeventdetails/contestid/3960857/schoolid/4523/view/contest,36,2,essexville garber_freeland,,
 SemiFin, 6/3/2023, 10:00 AM, Bay City John Glenn High School,, ,Midland Bullock Creek,20-3-1 ,/gameeventdetails/contestid/3960859/schoolid/0/view/contest,36,2,_midland bullock creek,,
 SemiFin, 6/3/2023, 12:00 PM, Bay City John Glenn High School,Bay City John Glenn,20-3 ,Shepherd,7-8 ,/gameeventdetails/contestid/3960858/schoolid/3863/view/contest,36,2,bay city john glenn_shepherd,,
 Round 1, 5/26/2023, 3:00 PM, Meridian High School - Baseball - Sanford,Beaverton,14-8 ,Sanford Meridian,9-10 ,/gameeventdetails/contestid/3960983/schoolid/4327/view/contest,71,3,beaverton_sanford meridian,,
 Round 1, 5/26/2023, 5:00 PM, Meridian High School - Baseball - Sanford,Pinconning,2-11 ,Standish-Sterling,12-6 ,/gameeventdetails/contestid/3960984/schoolid/4317/view/contest,71,3,pinconning_standish-sterling,,
 SemiFin, 6/2/2023, 12:00 PM, Meridian High School - Baseball - Sanford,, ,Oscoda,2-6 ,/gameeventdetails/contestid/3960986/schoolid/0/view/contest,71,3,_oscoda,,
 SemiFin, 6/2/2023, 2:00 PM, Meridian High School - Baseball - Sanford,Tawas,11-7 ,, ,/gameeventdetails/contestid/3960985/schoolid/3918/view/contest,71,3,_tawas,,
 Round 1, 5/30/2023, 4:00 PM, Brookwood Athletic Complex - Clare,Reed City,10-10 ,Evart,7-5 ,/gameeventdetails/contestid/3960988/schoolid/4276/view/contest,72,3,evart_reed city,,
 Round 1, 5/30/2023, 6:00 PM, Brookwood Athletic Complex - Clare,Clare,11-5 ,Harrison,0-9 ,/gameeventdetails/contestid/3960989/schoolid/4147/view/contest,72,3,clare_harrison,,
 SemiFin, 6/3/2023, 10:00 AM, Brookwood Athletic Complex - Clare,, ,Leroy Pine River,10-4 ,/gameeventdetails/contestid/3960991/schoolid/0/view/contest,72,3,_leroy pine river,,
 SemiFin, 6/3/2023, 12:00 PM, Brookwood Athletic Complex - Clare,Remus Chippewa Hills,7-12 ,, ,/gameeventdetails/contestid/3960990/schoolid/4159/view/contest,72,3,_remus chippewa hills,,
 Round 1, 5/30/2023, 5:00 PM, Charlevoix HS,Boyne City,2-9-2 ,Elk Rapids,10-11-1 ,/gameeventdetails/contestid/3960966/schoolid/4075/view/contest,67,3,boyne city_elk rapids,,
 SemiFin, 6/3/2023, 10:00 AM, Charlevoix HS,, ,Kalkaska,4-11 ,/gameeventdetails/contestid/3960968/schoolid/0/view/contest,67,3,_kalkaska,,
 SemiFin, 6/3/2023, 12:00 PM, Charlevoix HS,Charlevoix,15-3-1 ,Mancelona,5-8 ,/gameeventdetails/contestid/3960967/schoolid/4540/view/contest,67,3,charlevoix_mancelona,,
 Round 1, 5/30/2023, 5:00 PM, Houghton Lake High School (baseball field),Grayling,11-11 ,Mcbain,3-7-1 ,/gameeventdetails/contestid/3960970/schoolid/4306/view/contest,68,3,grayling_mcbain,,
 SemiFin, 6/3/2023, 12:00 PM, Houghton Lake High School (baseball field),, ,Roscommon,2-7 ,/gameeventdetails/contestid/3960972/schoolid/0/view/contest,68,3,_roscommon,,
 SemiFin, 6/3/2023, 10:00 AM, Houghton Lake High School (baseball field),Houghton Lake,0-11 ,Lake City,4-17 ,/gameeventdetails/contestid/3960971/schoolid/3975/view/contest,68,3,houghton lake_lake city,,
 SemiFin, 6/3/2023, 10:00 AM, Central Lake Gymnasium,Ellsworth,7-3 ,East Jordan,15-1 ,/gameeventdetails/contestid/3961096/schoolid/4364/view/contest,1,4,east jordan_ellsworth,,
 SemiFin, 6/3/2023, 12:00 PM, Central Lake Gymnasium,Bellaire,2-8 ,Central Lake,5-5 ,/gameeventdetails/contestid/3961095/schoolid/4037/view/contest,1,4,bellaire_central lake,,
 Round 1, 5/30/2023, 4:00 PM, Gaylord St Mary,Mio,10-5 ,Johannesburg-Lewiston,11-7 ,/gameeventdetails/contestid/3961098/schoolid/4186/view/contest,2,4,johannesburg-lewiston_mio,7.0,4.0
 SemiFin, 6/3/2023, 10:00 AM, Gaylord St Mary,, ,Wolverine,0-9 ,/gameeventdetails/contestid/3961100/schoolid/0/view/contest,2,4,_wolverine,,
 SemiFin, 6/3/2023, 12:00 PM, Gaylord St Mary,Gaylord St Mary,15-1-1 ,Boyne Falls,1-11 ,/gameeventdetails/contestid/3961099/schoolid/4145/view/contest,2,4,boyne falls_gaylord st mary,,
 Round 1, 5/30/2023, 4:00 PM, Rudyard Township fields - Baseball - rudyard,Brimley,1-10 ,Pickford,2-4 ,/gameeventdetails/contestid/3961087/schoolid/4448/view/contest,99,4,brimley_pickford,11.0,0.0
 SemiFin, 6/2/2023, 10:00 AM, Rudyard Township fields - Baseball - rudyard,, ,Mackinaw City,19-6 ,/gameeventdetails/contestid/3961089/schoolid/0/view/contest,99,4,_mackinaw city,2.0,1.0
 SemiFin, 6/2/2023, 12:00 PM, Rudyard Township fields - Baseball - rudyard,Rudyard,10-15 ,Pellston,0-7-1 ,/gameeventdetails/contestid/3961088/schoolid/4360/view/contest,99,4,pellston_rudyard,10.0,0.0
 Round 1, 5/30/2023, 5:00 PM, Kosequat Field,Harbor Springs Harbor Light Christian,9-9 ,Burt Lake Northern Michigan Christian,5-5 ,/gameeventdetails/contestid/3961091/schoolid/4604/view/contest,0,4,burt lake northern michigan christian_harbor springs harbor light christian,12.0,2.0
 SemiFin, 6/3/2023, 10:00 AM, Kosequat Field,, ,Harbor Springs,1-10-1 ,/gameeventdetails/contestid/3961093/schoolid/0/view/contest,0,4,_harbor springs,,
 SemiFin, 6/3/2023, 12:00 PM, Kosequat Field,Alanson,2-7 ,Indian River Inland Lakes,10-0 ,/gameeventdetails/contestid/3961092/schoolid/4307/view/contest,0,4,alanson_indian river inland lakes,,
