school_name,school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9,10,11,12,American Indian/Alaska Native,Asian,Black,Hispanic,Native Hawaiian/Pacific Islander,White,Two or MoreRaces,Male,Female,Male_Pct,Female_Pct,KG,1,2,3,4,5,6,7,8,PK,Ungraded
Jenison International Academy,2.61983E+11,Jenison Public Schools,2619830,154,11.6,13.28,29,9,38,25,22,41,,0.019480519,0.032467532,0.012987013,0.084415584,0,0.805194805,0.045454545,58,96,0.376623377,0.623376623,,,,,,,11,21,14,,
Jerry L White Center,2.6011E+11,Detroit Public Schools Community District,2601103,114,20,5.7,79,0,79,22,21,33,38,0,0,0.859649123,0.078947368,0,0.061403509,0,77,37,0.675438596,0.324561404,,,,,,,,,,,
Jo Brighton Skills Center,2.63654E+11,Wyandotte School District Of The City Of,2636540,144,23.9,6.03,62,5,67,13,,,,0.006944444,0.006944444,0.194444444,0.166666667,0,0.618055556,0.006944444,75,69,0.520833333,0.479166667,,,,,0,0,13,8,11,,
Joan C Sergent Instructional Resource Center,2.63447E+11,Utica Community Schools,2634470,0,17.2,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
JohannesburgLewiston High School,2.61989E+11,Johannesburg-lewiston Area Schools,2619890,215,14.59,14.74,107,9,116,62,55,50,48,0,0.004651163,0.004651163,0.018604651,0,0.962790698,0.009302326,116,99,0.539534884,0.460465116,,,,,,,,,,,
John Glenn High School,2.6039E+11,Bangor Township Schools,2603900,848,33.75,25.13,310,34,344,229,239,169,211,0.002358491,0.011792453,0.018867925,0.099056604,0,0.840801887,0.027122642,421,427,0.496462264,0.503537736,,,,,,,,,,,
John Glenn High School,2.60002E+11,Wayne-westland Community School District,2600015,1622,82.7,19.61,778,20,798,556,379,333,331,0.005548705,0.020345253,0.379161529,0.0702836,0.001233046,0.488902589,0.034525277,818,804,0.50431566,0.49568434,,,,,,,,,0,,23
John M Schultz Educational Campus,2.62994E+11,Rochester Community School District,2629940,52,10.21,5.09,34,1,35,0,3,9,40,0,0.038461538,0.057692308,0.153846154,0,0.673076923,0.076923077,30,22,0.576923077,0.423076923,,,,,,,,,,,
Jonesville High School,2.61992E+11,Jonesville Community Schools,2619920,376,20.55,18.3,109,13,122,104,97,88,87,0,0,0,0.039893617,0,0.95212766,0.007978723,180,196,0.478723404,0.521276596,,,,,,,,,,,
Jonesville Pathways,2.61992E+11,Jonesville Community Schools,2619920,91,1,91,61,2,63,14,24,19,,0,0.032967033,0,0.087912088,0,0.824175824,0.054945055,43,48,0.472527473,0.527472527,,,,,,,1,6,1,,
Joy Preparatory Academy,2.60024E+11,Joy Preparatory Academy,2600244,213,16.3,13.07,213,0,213,,,,,0.004694836,0,0.985915493,0.009389671,0,0,0,108,105,0.507042254,0.492957746,40,40,27,24,23,,,,,–,
Juvenile Care Center,2.62382E+11,Midland Public Schools,2623820,28,1.5,18.67,20,1,21,4,,,,0,0,0.071428571,0.071428571,0,0.821428571,0.035714286,19,9,0.678571429,0.321428571,,,,,0,0,0,1,5,,
JW Sexton High School,2.62115E+11,Lansing Public School District,2621150,938,53.58,17.51,723,31,754,263,178,131,91,0.004264392,0.045842217,0.541577825,0.143923241,0.001066098,0.167377399,0.095948827,499,439,0.531982942,0.468017058,,,,,,,,131,144,,
Kalamazoo Area Math and Science Center,2.61995E+11,Kalamazoo Public Schools,2619950,0,10,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Kalamazoo Central High School,2.61995E+11,Kalamazoo Public Schools,2619950,1803,75.13,24,"1,028",90,"1,118",695,451,357,300,0.001663894,0.017193566,0.442041043,0.113144759,0.000554631,0.317803661,0.107598447,884,919,0.490293955,0.509706045,,,,,,,,,,,
Kalamazoo County Juvenile Home Youth Center School,2.61995E+11,Kalamazoo Public Schools,2619950,0,0,†,–,–,–,0,0,0,,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,0,0,0,,
Kalamazoo Covenant Academy,2.6011E+11,Kalamazoo Covenant Academy,2601099,117,6,19.5,114,0,114,42,42,20,13,0.008547009,0.008547009,0.623931624,0.102564103,0,0.222222222,0.034188034,53,64,0.452991453,0.547008547,,,,,,,,,,,
Kalamazoo Innovative Learning Program,2.61995E+11,Kalamazoo Public Schools,2619950,57,0,†,45,1,46,10,14,15,18,0,0,0.49122807,0.140350877,0,0.298245614,0.070175439,29,28,0.50877193,0.49122807,,,,,,,,,,,
Kalamazoo RESA West CampusYoung Adult Program,2.6806E+11,Kalamazoo Resa,2680600,110,13.5,8.15,43,1,44,0,0,0,,0,0.009090909,0.145454545,0.072727273,0,0.709090909,0.063636364,70,40,0.636363636,0.363636364,,,,,,,0,0,0,,
Kalkaska High School,2.62005E+11,Kalkaska Public Schools,2620050,465,24.53,18.96,228,30,258,140,110,107,108,0.006451613,0.002150538,0.002150538,0.034408602,0.002150538,0.939784946,0.012903226,228,237,0.490322581,0.509677419,,,,,,,,,,,
Karl Richter Campus,2.61845E+11,Holly Area School District,2618450,0,0,†,–,–,–,,,,,,,,,,,,0,0,#DIV/0!,#DIV/0!,0,0,0,0,0,,,,,0,
Kearsley High School,2.62007E+11,Kearsley Community School District,2620070,888,44.71,19.86,609,84,693,330,216,156,186,0.005630631,0.005630631,0.106981982,0.063063063,0.001126126,0.765765766,0.051801802,462,426,0.52027027,0.47972973,,,,,,,,,,,
Kearsley Street,2.61452E+11,Flint School District Of The City Of,2614520,1,0,†,‡,‡,‡,,,,,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,,,,,–,
Kearsley Virtual Academy,2.62007E+11,Kearsley Community School District,2620070,43,0.4,107.5,35,2,37,7,13,10,13,0,0,0.046511628,0.11627907,0,0.744186047,0.093023256,25,18,0.581395349,0.418604651,,,,,,,,,,,
Keith Bovenschen School,2.68072E+11,Macomb Isd,2680720,205,31.5,6.51,131,13,144,,,,,0.004878049,0.073170732,0.385365854,0.004878049,0,0.492682927,0.03902439,128,77,0.624390244,0.375609756,5,5,8,10,11,,,,,–,
Kelloggsville High School,2.62016E+11,Kelloggsville Public Schools,2620160,655,35.4,18.5,418,24,442,204,166,165,120,0,0.059541985,0.245801527,0.47480916,0,0.178625954,0.041221374,322,333,0.491603053,0.508396947,,,,,,,,,,,
Kelloggsville Virtual School,2.62016E+11,Kelloggsville Public Schools,2620160,88,8.9,9.89,64,1,65,,,,,0,0.090909091,0.181818182,0.454545455,0,0.204545455,0.068181818,42,46,0.477272727,0.522727273,3,4,7,4,11,4,,,,,
Kennedy Center,2.62874E+11,Pontiac City School District,2628740,56,8.5,6.59,20,0,20,,,,,0,0.017857143,0.464285714,0.267857143,0,0.214285714,0.035714286,38,18,0.678571429,0.321428571,0,0,0,3,5,,,,,–,
Kennedy Learning Center,2.63231E+11,Southfield Public School District,2632310,50,7.5,6.67,26,0,26,,,,,0,0.02,0.86,0.04,0,0.08,0,31,19,0.62,0.38,2,2,3,2,0,,,,,–,
Kenowa Hills High School,2.62028E+11,Kenowa Hills Public Schools,2620280,989,52.22,18.94,327,65,392,273,264,235,217,0.004044489,0.018200202,0.043478261,0.170879676,0.002022245,0.724974722,0.036400404,488,501,0.493427705,0.506572295,,,,,,,,,,,
Kenowa Hills Pathways High School,2.62028E+11,Kenowa Hills Public Schools,2620280,91,0.8,113.75,55,7,62,7,19,27,38,0,0.010989011,0.054945055,0.274725275,0,0.571428571,0.087912088,44,47,0.483516484,0.516483516,,,,,,,,,,,
Kensington Woods Schools,2.6001E+11,Kensington Woods Schools,2600099,129,8.3,15.54,40,5,45,20,16,18,,0,0.007751938,0,0.007751938,0,0.968992248,0.015503876,68,61,0.527131783,0.472868217,,,,,,,14,18,17,,
Kent Career Tech Center,2.68062E+11,Kent Isd,2680620,0,58.8,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Kent City Alternative High School,2.62031E+11,Kent City Community Schools,2620310,6,0.4,15,‡,‡,‡,0,1,1,,0,0,0,0.333333333,0,0.666666667,0,3,3,0.5,0.5,,,,,,,0,0,0,,
Kent City High School,2.62031E+11,Kent City Community Schools,2620310,386,15.3,25.23,139,10,149,89,103,116,78,0,0.005181347,0,0.215025907,0,0.761658031,0.018134715,196,190,0.507772021,0.492227979,,,,,,,,,0,,
Kent Education CenterBeltline,2.68062E+11,Kent Isd,2680620,47,13,3.62,35,0,35,18,11,5,5,0,0,0.191489362,0.063829787,0,0.553191489,0.191489362,38,9,0.808510638,0.191489362,,,,,,,,,,,8
Kent Innovation High School,2.68062E+11,Kent Isd,2680620,0,4,0,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Kent ISD Deaf and Hard of Hearing,2.68062E+11,Kent Isd,2680620,62,15.5,4,33,1,34,,,,,0,0.048387097,0.161290323,0.322580645,0,0.403225806,0.064516129,40,22,0.64516129,0.35483871,10,7,2,9,6,,,,,–,
Keys Grace Academy,2.6011E+11,Keys Grace Academy,2601100,485,28.3,17.14,484,1,485,,,,,0.002061856,0.006185567,0.115463918,0.010309278,0.002061856,0.863917526,0,241,244,0.496907216,0.503092784,31,46,60,48,60,56,,,,,
Kingsford High School,2.60672E+11,Breitung Township School District,2606720,580,29.66,19.55,163,14,177,149,157,128,146,0.003448276,0.005172414,0.003448276,0.025862069,0,0.912068966,0.05,301,279,0.518965517,0.481034483,,,,,,,,,,,
Kingsley Area High School,2.62038E+11,Kingsley Area Schools,2620380,500,25.44,19.65,183,28,211,130,116,124,130,0.006,0.008,0.014,0.026,0.002,0.93,0.014,255,245,0.51,0.49,,,,,,,,,,,
Kingsley Montgomery School,2.63531E+11,Waterford School District,2635310,38,12,3.17,20,4,24,,,,,0,0,0.105263158,0.052631579,0,0.789473684,0.052631579,28,10,0.736842105,0.263157895,0,2,2,0,6,,,,,–,
Kingston High School,2.6204E+11,Kingston Community School District,2620400,298,14.5,20.55,131,24,155,56,47,47,50,0.013422819,0.006711409,0.003355705,0.003355705,0,0.963087248,0.010067114,156,142,0.523489933,0.476510067,,,,,,,,41,57,,
Kinney School,2.62475E+11,MT. Pleasant City School District,2624750,7,2,3.5,‡,‡,‡,0,0,0,0,0,0,0,0,0,1,0,4,3,0.571428571,0.428571429,,,,,,,,,,–,7
Kinross Correctional Facility,2.6E+11,Michigan Department Of Corrections,2600001,0,0,†,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Laingsburg High School,2.62055E+11,Laingsburg Community Schools,2620550,381,21.38,17.82,71,15,86,97,84,108,92,0,0.002624672,0.005249344,0.06824147,0,0.908136483,0.015748031,201,180,0.527559055,0.472440945,,,,,,,,,,,
Lake City High School,2.62061E+11,Lake City Area School District,2620610,379,19.06,19.88,230,49,279,114,98,77,90,0.005277045,0.005277045,0.002638522,0.029023747,0,0.91292876,0.044854881,185,194,0.488126649,0.511873351,,,,,,,,,,,
Lake Fenton High School,2.62067E+11,Lake Fenton Community Schools,2620670,719,33.56,21.42,174,26,200,193,178,158,190,0.004172462,0.002781641,0.012517385,0.036161335,0.001390821,0.917941586,0.025034771,363,356,0.504867872,0.495132128,,,,,,,,,,,
Lake Huron Virtual Hybrid High School,2.62523E+11,New Haven Community Schools,2625230,41,1.32,31.06,29,1,30,6,12,16,,0,0,0.146341463,0.024390244,0.024390244,0.756097561,0.048780488,25,16,0.609756098,0.390243902,,,,,,,1,0,0,,
Lake LindenHubbell Schools,2.6207E+11,Lake Linden-hubbell School District,2620700,366,26.42,13.85,181,32,213,,,,,0.00273224,0.00273224,0.013661202,0,0,0.969945355,0.010928962,181,185,0.494535519,0.505464481,35,35,25,29,30,20,,,,,
Lake Orion Community High School,2.62073E+11,Lake Orion Community Schools,2620730,2178,131.1,16.61,414,49,463,556,533,546,543,0.000918274,0.028466483,0.036271809,0.085858586,0.00137741,0.788797062,0.058310376,1117,1061,0.512855831,0.487144169,,,,,,,,,,,
Lake Shore High School,2.63267E+11,Lake Shore Public Schools (macomb),2632670,1029,60.15,17.11,452,65,517,278,240,250,261,0.01068999,0.007774538,0.191448008,0.03595724,0.002915452,0.698736638,0.052478134,517,512,0.502429543,0.497570457,,,,,,,,,,,
Lakeland Correctional Facility,2.6E+11,Michigan Department Of Corrections,2600001,0,0,†,–,–,–,0,0,0,0,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,
Lakeland High School,2.61899E+11,Huron Valley Schools,2618990,1134,66.7,17,220,18,238,297,257,269,,0.004409171,0.005291005,0.012345679,0.065255732,0.000881834,0.895061728,0.01675485,571,563,0.503527337,0.496472663,,,,,,,0,0,0,,
Laker High School,2.61309E+11,Elkton-pigeon-bay Port Laker Schools,2613090,296,14.92,19.84,109,14,123,88,72,61,75,0,0.010135135,0.006756757,0.050675676,0,0.922297297,0.010135135,130,166,0.439189189,0.560810811,,,,,,,,,,,
Lakeshore High School,2.62082E+11,Lakeshore School District (berrien),2620820,872,45.32,19.24,200,23,223,224,219,203,226,0.006880734,0.029816514,0.051605505,0.077981651,0,0.805045872,0.028669725,462,410,0.529816514,0.470183486,,,,,,,,,,,
LAKESHORE LEARNING CENTER,2.68085E+11,Muskegon Area Isd,2680850,26,6.68,3.89,21,0,21,,,,,0,0,0.115384615,0.038461538,0,0.769230769,0.076923077,21,5,0.807692308,0.192307692,0,0,0,4,3,0,,,,,
Lakeshore Virtual School,2.61587E+11,Gibraltar School District,2615870,201,11.67,17.22,120,7,127,,,,,0,0.024875622,0.129353234,0.099502488,0,0.696517413,0.049751244,115,86,0.572139303,0.427860697,4,6,12,6,6,14,,,,,
Lakeview Alternative High School,2.62085E+11,Lakeview SCH. District (calhoun),2620850,64,0.59,108.47,40,1,41,1,6,8,49,0,0.078125,0.140625,0.0625,0,0.5,0.21875,36,28,0.5625,0.4375,,,,,,,,,,,
Lakeview High School,2.62091E+11,Lakeview Community Schools (montcalm),2620910,376,19.5,19.28,148,22,170,89,88,68,61,0,0.002659574,0.013297872,0.034574468,0,0.936170213,0.013297872,192,184,0.510638298,0.489361702,,,,,,,,,70,,
Lakeview High School,2.62085E+11,Lakeview SCH. District (calhoun),2620850,1364,63.65,21.43,589,83,672,386,324,367,287,0.00659824,0.102639296,0.112170088,0.105571848,0.001466276,0.576979472,0.09457478,685,679,0.502199413,0.497800587,,,,,,,,,,,
Lakeview High School,2.62088E+11,Lakeview Public Schools (macomb),2620880,1396,58.77,23.75,428,57,485,373,389,328,306,0.003581662,0.006446991,0.153295129,0.042979943,0.001432665,0.729942693,0.062320917,677,719,0.48495702,0.51504298,,,,,,,,,,,
Lakeview Virtual School,2.62088E+11,Lakeview Public Schools (macomb),2620880,130,18.79,6.92,53,8,61,,,,,0,0.030769231,0.230769231,0.038461538,0,0.646153846,0.053846154,59,71,0.453846154,0.546153846,3,3,9,7,7,5,,,,,
LakeVille High School,2.62094E+11,Lakeville Community School District,2620940,400,19.66,20.35,175,15,190,93,103,88,116,0.0075,0,0.005,0.0625,0,0.9,0.025,206,194,0.515,0.485,,,,,,,,,,,
Lakewood High School,2.62098E+11,Lakewood Public Schools,2620980,519,24.5,21.18,134,31,165,140,136,124,119,0,0.007707129,0.009633911,0.080924855,0.001926782,0.870905588,0.028901734,251,268,0.483622351,0.516377649,,,,,,,,,0,,
Lamphere Center,2.62112E+11,Lamphere Public Schools,2621120,37,8,4.62,17,1,18,4,5,,,0.027027027,0.054054054,0.189189189,0.027027027,0,0.621621622,0.081081081,27,10,0.72972973,0.27027027,,,,,,0,0,2,2,,
Lamphere High School,2.62112E+11,Lamphere Public Schools,2621120,736,38.6,19.07,327,23,350,188,177,170,201,0.004076087,0.057065217,0.085597826,0.046195652,0,0.755434783,0.051630435,366,370,0.497282609,0.502717391,,,,,,,,,,,
Landmark Academy,2.60022E+11,Landmark Academy,2600220,809,42.4,19.08,539,25,564,,,,,0.00618047,0.007416564,0.04697157,0.076637824,0,0.773794808,0.088998764,413,396,0.510506799,0.489493201,66,62,67,63,68,60,,,,,
LAnse Area School,2.60002E+11,L'anse Area Schools,2600018,557,31.08,17.92,320,39,359,,,,,0.202872531,0.005385996,0.005385996,0.010771993,0.001795332,0.662477558,0.111310592,269,288,0.482944345,0.517055655,32,43,44,39,36,40,,,,,
Lapeer Co Education and Technology Center,2.68066E+11,Lapeer Isd,2680660,29,27,1.07,14,3,17,,,,,0,0,0.034482759,0.034482759,0,0.931034483,0,22,7,0.75862069,0.24137931,0,0,0,0,1,,,,,–,
Lapeer High School,2.62118E+11,Lapeer Community Schools,2621180,1243,48.6,25.58,403,28,431,,415,399,429,0.004022526,0.013676589,0.004827031,0.037811746,0.000804505,0.907481899,0.031375704,657,586,0.528559936,0.471440064,,,,,,,,,,,
LaSalle High School,2.60001E+11,ST. Ignace Area Schools,2600012,203,8,25.38,98,14,112,53,56,42,52,0.54679803,0,0.02955665,0.019704433,0,0.389162562,0.014778325,109,94,0.536945813,0.463054187,,,,,,,,,,,
Lawrence JrSr High School,2.62121E+11,Lawrence Public Schools,2621210,247,14.38,17.18,156,18,174,37,48,43,52,0,0.004048583,0.016194332,0.356275304,0,0.607287449,0.016194332,136,111,0.550607287,0.449392713,,,,,,,,34,33,,
Lawton Accelerated Academic Center,2.62124E+11,Lawton Community School District,2621240,55,0.4,137.5,39,0,39,2,10,17,,0,0,0,0.163636364,0,0.781818182,0.054545455,31,24,0.563636364,0.436363636,,,,,,,0,1,2,,
Lawton High School,2.62124E+11,Lawton Community School District,2621240,300,15.35,19.54,107,9,116,70,84,77,69,0,0,0.003333333,0.15,0,0.81,0.036666667,163,137,0.543333333,0.456666667,,,,,,,,,0,,
LCS Virtual Academy,2.62157E+11,Lincoln Consolidated School District,2621570,242,6,40.33,135,10,145,,,,,0.004132231,0.008264463,0.314049587,0.074380165,0.004132231,0.433884298,0.161157025,121,121,0.5,0.5,10,10,7,13,20,15,,,,,
Learning Center,2.68034E+11,Delta-schoolcraft Isd,2680340,80,8,10,52,2,54,,,,,0.1125,0,0.0125,0.025,0,0.825,0.025,51,29,0.6375,0.3625,9,10,3,7,11,,,,,–,
Learning Options High School,2.62073E+11,Lake Orion Community Schools,2620730,85,3.23,26.32,38,9,47,3,19,26,37,0,0.011764706,0.023529412,0.152941176,0,0.717647059,0.094117647,47,38,0.552941176,0.447058824,,,,,,,,,,,
Lee High School,2.61608E+11,Godfrey-lee Public Schools,2616080,524,26.23,19.98,431,48,479,167,139,129,89,0,0,0.078244275,0.841603053,0,0.057251908,0.022900763,286,238,0.545801527,0.454198473,,,,,,,,,,,
Lee M Thurston High School,2.63228E+11,South Redford School District,2632280,1009,49.56,20.36,545,49,594,242,277,224,266,0.002973241,0.004955401,0.782953419,0.03666997,0,0.124876115,0.047571853,522,487,0.517343905,0.482656095,,,,,,,,,,,
Legacy Academy,2.6011E+11,Detroit Public Schools Community District,2601103,24,11,2.18,21,0,21,6,3,1,,0,0,0.958333333,0,0,0,0.041666667,19,5,0.791666667,0.208333333,,,,,,,1,3,3,,
Legacy High School,2.61791E+11,Hartland Consolidated Schools,2617910,46,3.7,12.43,16,0,16,2,9,13,22,0,0,0.02173913,0.065217391,0,0.913043478,0,24,22,0.52173913,0.47826087,,,,,,,,,,,
Leland Public School,2.62139E+11,Leland Public School District,2621390,453,29.21,15.51,152,27,179,,,,,0.008830022,0.006622517,0.004415011,0.194260486,0,0.774834437,0.011037528,231,222,0.509933775,0.490066225,47,35,28,35,28,,,,,–,
Leslie High School,2.62145E+11,Leslie Public Schools,2621450,335,21.56,15.54,121,19,140,110,78,85,62,0,0.008955224,0.011940299,0.020895522,0,0.940298507,0.017910448,153,182,0.456716418,0.543283582,,,,,,,,,,,
Lets Talk About It Girls Home,2.61995E+11,Kalamazoo Public Schools,2619950,0,0,†,–,–,–,0,0,0,,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,0,0,0,,
Lets Talk About It Home for Young Men,2.61995E+11,Kalamazoo Public Schools,2619950,0,0,†,–,–,–,0,0,0,,,,,,,,,0,0,#DIV/0!,#DIV/0!,,,,,,,0,0,0,,
Life Skills Center,2.68044E+11,Northwest Education Services,2680440,80,17.6,4.55,31,1,32,0,0,1,5,0.0125,0.0125,0.025,0.0125,0.0125,0.925,0,52,28,0.65,0.35,,,,,,,,,,,74
Life Skills Center of Pontiac,2.60029E+11,Life Skills Center Of Pontiac,2600292,62,2,31,59,0,59,30,17,7,8,0,0,0.709677419,0.112903226,0,0.112903226,0.064516129,36,26,0.580645161,0.419354839,,,,,,,,,,,
LifeTech Academy,2.60106E+11,Lifetech Academy,2601058,375,8.07,46.47,191,18,209,,,,,0.008,0.005333333,0.130666667,0.090666667,0,0.749333333,0.016,204,171,0.544,0.456,10,14,13,14,20,21,,,,,
Lighthouse Academy Eagle Village,2.60095E+11,Lighthouse Academy,2600949,36,5.05,7.13,33,0,33,,,,,0.027777778,0,0.25,0.055555556,0,0.611111111,0.055555556,15,21,0.416666667,0.583333333,0,0,0,0,0,1,,,,,
Lighthouse Academy Juvenile Justice Institute,2.60095E+11,Lighthouse Academy,2600949,13,1.35,9.63,10,0,10,7,3,0,,0,0,0.307692308,0.230769231,0,0.461538462,0,11,2,0.846153846,0.153846154,,,,,,,0,0,0,,
Lighthouse Academy North Campus,2.60095E+11,Lighthouse Academy,2600949,67,4.71,14.23,65,1,66,,,,,0,0.044776119,0.402985075,0.537313433,0,0,0.014925373,49,18,0.731343284,0.268656716,,,,0,0,0,0,0,0,,
Lighthouse Academy Ottawa Juvenile Detention Center,2.60095E+11,Lighthouse Academy,2600949,28,4.58,6.11,25,0,25,13,,,,0.035714286,0,0.25,0.107142857,0,0.5,0.107142857,14,14,0.5,0.5,,,,,1,0,1,1,2,,
Lighthouse Academy South Campus,2.60095E+11,Lighthouse Academy,2600949,74,8.96,8.26,66,5,71,,,,,0,0,0.378378378,0.148648649,0.013513514,0.405405405,0.054054054,54,20,0.72972973,0.27027027,0,0,0,0,0,0,,,,,
Lighthouse Academy The Pier,2.60095E+11,Lighthouse Academy,2600949,25,2.63,9.51,22,0,22,9,10,4,2,0,0,0.72,0.2,0,0.08,0,22,3,0.88,0.12,,,,,,,,,,,
Lighthouse Academy Waalkes,2.60095E+11,Lighthouse Academy,2600949,55,6.01,9.15,52,0,52,,,,,0,0,0.6,0.145454545,0,0.181818182,0.072727273,43,12,0.781818182,0.218181818,0,0,0,0,0,0,,,,,
Lighthouse Connections Academy,2.60112E+11,Lighthouse Connections Academy,2601118,2612,56.21,46.47,"1,720",138,"1,858",,,,,0.005742726,0.01914242,0.256125574,0.085375191,0.001531394,0.555513017,0.076569678,1315,1297,0.503445636,0.496554364,196,186,194,203,170,235,,,,,
Lighthouse Education Center,2.68016E+11,Berrien Resa,2680160,119,33,3.61,89,8,97,,,,,0.016806723,0.016806723,0.18487395,0.058823529,0,0.680672269,0.042016807,102,17,0.857142857,0.142857143,10,7,7,15,9,9,,,,,
Lincoln Alternative High School,2.62721E+11,Owosso Public Schools,2627210,69,4.19,16.47,54,1,55,0,2,13,54,0,0,0,0.028985507,0,0.971014493,0,36,33,0.52173913,0.47826087,,,,,,,,,,,
Lincoln Developmental Center,2.68062E+11,Kent Isd,2680620,83,15,5.53,27,0,27,,,,,0,0.048192771,0.144578313,0.13253012,0,0.614457831,0.060240964,49,34,0.590361446,0.409638554,8,2,4,3,2,8,,,,,
Lincoln High School,2.63468E+11,Van Dyke Public Schools,2634680,467,31.9,14.64,378,18,396,126,121,106,114,0,0.03640257,0.704496788,0.038543897,0,0.160599572,0.059957173,249,218,0.533190578,0.466809422,,,,,,,,,,,
Lincoln Park High School,2.6216E+11,Lincoln Park School District Of The City Of,2621600,1380,63,21.9,"1,050",76,"1,126",361,335,315,369,0.003623188,0.005072464,0.118115942,0.464492754,0.000724638,0.361594203,0.046376812,707,673,0.512318841,0.487681159,,,,,,,,,,,
Lincoln School,2.68062E+11,Kent Isd,2680620,96,19,5.05,39,0,39,,,,,0,0.083333333,0.197916667,0.125,0,0.489583333,0.104166667,63,33,0.65625,0.34375,0,0,0,4,2,4,,,,,
Lincoln Senior High School,2.62157E+11,Lincoln Consolidated School District,2621570,946,49.81,18.99,361,31,392,262,231,206,247,0.001057082,0.012684989,0.303382664,0.076109937,0.002114165,0.528541226,0.076109937,511,435,0.540169133,0.459830867,,,,,,,,,,,
LincolnKing Adams Young School Grove Campus,2.60114E+11,Lincoln-king Adams-young Academy,2601139,525,9,58.33,523,0,523,,,157,146,0.003809524,0.001904762,0.99047619,0.003809524,0,0,0,267,258,0.508571429,0.491428571,,,,,,,69,69,84,,
Linden High School,2.62169E+11,Linden Community Schools,2621690,838,41.9,20,179,18,197,210,218,210,196,0.002386635,0.002386635,0.008353222,0.034606205,0.002386635,0.91646778,0.033412888,439,399,0.523866348,0.476133652,,,,,,,,,0,,4
Link Learning Belding,2.60543E+11,Berrien Springs Public Schools,2605430,85,2,42.5,55,3,58,23,22,31,9,0,0.011764706,0,0.094117647,0.011764706,0.8,0.082352941,40,45,0.470588235,0.529411765,,,,,,,,,,,
Link Learning Escanaba,2.60543E+11,Berrien Springs Public Schools,2605430,181,1,181,121,7,128,45,42,51,43,0.071823204,0,0.005524862,0.038674033,0,0.839779006,0.044198895,68,113,0.375690608,0.624309392,,,,,,,,,,,
Link Learning Grand Rapids Alger Heights,2.60543E+11,Berrien Springs Public Schools,2605430,230,4,57.5,191,4,195,55,56,78,41,0,0.004347826,0.382608696,0.417391304,0,0.126086957,0.069565217,105,125,0.456521739,0.543478261,,,,,,,,,,,
Link Learning Grand Rapids Fuller Ave,2.60543E+11,Berrien Springs Public Schools,2605430,178,2,89,140,4,144,51,48,49,30,0.005617978,0,0.337078652,0.280898876,0,0.235955056,0.140449438,76,102,0.426966292,0.573033708,,,,,,,,,,,
Link Learning Howard CityTri County,2.60543E+11,Berrien Springs Public Schools,2605430,79,2,39.5,53,2,55,25,23,24,7,0,0,0.012658228,0.113924051,0,0.835443038,0.037974684,35,44,0.443037975,0.556962025,,,,,,,,,,,
Link Learning Kenowa Hills,2.60543E+11,Berrien Springs Public Schools,2605430,190,3,63.33,141,7,148,55,45,55,35,0.005263158,0,0.121052632,0.257894737,0,0.547368421,0.068421053,79,111,0.415789474,0.584210526,,,,,,,,,,,
Link Learning Lakeview,2.60543E+11,Berrien Springs Public Schools,2605430,80,1,80,51,2,53,20,17,28,15,0,0,0,0.0625,0,0.925,0.0125,47,33,0.5875,0.4125,,,,,,,,,,,
Link Learning Menominee,2.60543E+11,Berrien Springs Public Schools,2605430,104,2,52,61,2,63,27,27,32,18,0.019230769,0,0.019230769,0.086538462,0,0.865384615,0.009615385,41,63,0.394230769,0.605769231,,,,,,,,,,,
Link Learning Merrill,2.60543E+11,Berrien Springs Public Schools,2605430,91,1,91,63,3,66,29,30,17,15,0,0,0.10989011,0.164835165,0,0.703296703,0.021978022,41,50,0.450549451,0.549450549,,,,,,,,,,,
Link Learning Schoolcraft,2.60543E+11,Berrien Springs Public Schools,2605430,163,1,163,127,3,130,53,39,42,29,0.006134969,0,0.055214724,0.104294479,0,0.754601227,0.079754601,74,89,0.45398773,0.54601227,,,,,,,,,,,
Link Learning St Louis,2.60543E+11,Berrien Springs Public Schools,2605430,135,1,135,100,3,103,34,33,45,23,0.007407407,0,0.022222222,0.17037037,0,0.785185185,0.014814815,61,74,0.451851852,0.548148148,,,,,,,,,,,
Link Learning StantonCentral Montcalm,2.60543E+11,Berrien Springs Public Schools,2605430,114,1,114,93,1,94,29,40,30,15,0,0,0.00877193,0.105263158,0,0.859649123,0.026315789,47,67,0.412280702,0.587719298,,,,,,,,,,,
